CABra dataset - Streamflow attributes

q is the daily streamflow. 
q_mean, q_1, q_5, q_95, and q_99 are long-term mean of q, 1st quantile of q (very-low flow), 5th quantile of q (low flow), 95th quantile of q (hig-flow), and 99th quantile of q (very-high flow), respectively.
q_lf, q_ld, q_hf, and q_hd are the frequency and duration of low flow and high flow events, respectively. q_zero is the frequency of zero flow. q_hfd is the half-flow day.
q_cv, q_lcv, and q_hcv are the coefficient of variation of mean flow, low flow, and high flow, respectively.
q_elasticity, fdc_slope, baseflow_index, and runoff_coef are the streamflow elasticity, slope of the flow duration curve, the baseflow index, and the runoff coefficient of the catchment, respectively.
 
  CABra ID	     ANA ID	   q_mean	      q_1	      q_5	     q_95	     q_99	       q_lf	     q_ld	        q_hf	     q_hd	    q_hfd	      q_zero	     q_cv	    q_lcv	    q_hcv	    q_elasticity	       fdc_slope	  baseflow_index	     runoff_coef
          	           	 mm day¯¹	 mm day¯¹	 mm day¯¹	 mm day¯¹	 mm day¯¹	 days year¯¹	     days	 days year¯¹	     days	      DOY	 days year¯¹	         	         	         	                	                	                	                
       572	   81200000	     1.49	     0.54	     0.65	     3.39	     6.76	           0	        0	           1	        1	      169	           0	     0.33	     0.28	     0.45	           -0.11	           -1.10	           89.69	            0.35
       573	   82009080	     6.08	     1.30	     1.71	    15.20	    41.09	           0	        4	           4	        1	      150	           0	     0.25	     0.31	     0.38	           -0.41	           -1.61	           86.06	            0.93
       574	   82170000	     6.76	     0.85	     1.38	    18.58	    43.37	           4	        7	           5	        1	      137	           0	     0.23	     0.31	     0.53	            0.22	           -2.19	           81.09	            1.23
       575	   82320000	     3.37	     0.46	     0.63	    10.47	    23.99	           1	        7	           7	        2	      157	           0	     0.41	     0.43	     0.48	            0.27	           -1.90	           84.34	            0.62
       576	   82350000	     3.09	     0.27	     0.51	     9.93	    21.75	           9	        8	           7	        1	      155	           0	     0.37	     0.39	     0.54	           -0.08	           -2.24	           83.11	            0.54
       577	   82770000	     4.39	     0.23	     0.46	    15.82	    28.15	          18	        7	           9	        3	      143	           0	     0.35	     0.54	     0.38	            0.01	           -2.65	           76.82	            0.70
       578	   83050000	     2.53	     0.28	     0.42	     8.93	    12.75	           5	        4	           2	        2	      161	           0	     0.35	     0.44	     0.25	            0.12	           -2.35	           80.48	            0.48
       579	   83105000	     1.95	     0.17	     0.28	     6.63	    15.33	           5	        5	          11	        2	      167	           0	     0.44	     0.43	     0.57	            0.58	           -2.28	           81.74	            0.40
       580	   83250000	     1.93	     0.21	     0.31	     7.18	    10.46	           5	        4	           6	        2	      171	           0	     0.43	     0.57	     0.91	            0.70	           -2.20	           80.50	            0.42
       581	   83300200	     2.16	     0.25	     0.38	     7.06	    10.62	           5	        7	           2	        2	      165	           0	     0.38	     0.44	     0.44	           -0.34	           -2.32	           81.21	            0.45
       582	   83345000	     1.97	     0.07	     0.20	     6.91	    20.19	          13	        7	          16	        2	      164	           0	     0.57	     0.68	     0.64	           -0.01	           -2.68	           82.48	            0.45
       583	   83440000	     1.93	     0.14	     0.29	     6.61	    13.09	           7	        8	           9	        2	      171	           0	     0.50	     0.52	     0.69	            0.03	           -2.47	           82.69	            0.44
       584	   83660000	     2.56	     0.20	     0.35	     8.67	    16.47	          13	        5	           6	        2	      162	           0	     0.39	     0.57	     0.31	           -1.24	           -2.24	           82.19	            0.47
       585	   83675000	     2.86	     0.28	     0.65	     6.82	    16.21	          10	        5	           2	        2	      158	           0	     0.33	     0.60	     0.42	           -1.13	           -1.15	           84.68	            0.53
       586	   83690000	     2.33	     0.30	     0.45	     7.30	    12.94	           3	        3	           3	        2	      166	           0	     0.43	     0.49	     0.51	           -0.80	           -2.18	           81.83	            0.50
       587	   83800002	     2.54	     0.34	     0.53	     7.51	    13.91	           3	        3	           3	        2	      168	           0	     0.50	     0.63	     0.62	           -0.57	           -1.92	           80.21	            0.54
       588	   83880000	     4.47	     0.68	     1.02	    11.62	    28.11	           3	        4	           3	        2	      160	           0	     0.43	     0.48	     0.39	           -0.41	           -1.90	           85.09	            0.94
       589	   84071000	     2.27	     0.46	     0.63	     5.50	     9.84	           1	        4	           1	        2	      162	           0	     0.32	     0.43	     0.59	           -0.14	           -1.40	           84.42	            0.45
       590	   84095000	     2.17	     0.58	     0.81	     5.43	    13.34	           0	        0	           3	        2	      170	           0	     0.44	     0.33	     0.64	           -0.14	           -1.22	           87.12	            0.45
       591	   84100000	     2.77	     0.70	     0.92	     7.29	    17.12	           0	        0	           3	        2	      158	           0	     0.35	     0.35	     0.62	            0.01	           -1.38	           86.37	            0.55
       592	   84520000	     2.71	     0.92	     1.10	     6.32	    11.39	           0	        0	           1	        2	      167	           0	     0.23	     0.21	     0.35	           -0.16	           -1.24	           87.89	            0.53
       593	   84551000	     3.18	     0.48	     0.71	     9.60	    22.57	           2	        6	           6	        2	      152	           0	     0.34	     0.45	     0.53	            0.13	           -1.79	           83.96	            0.63
       594	   84580000	     2.51	     0.55	     0.74	     6.89	    13.10	           0	        3	           2	        2	      155	           0	     0.25	     0.32	     0.38	           -0.06	           -1.75	           83.69	            0.49
       595	   84600000	     2.47	     0.75	     0.92	     5.82	    11.01	           0	        0	           1	        2	      168	           0	     0.29	     0.30	     0.40	           -0.08	           -1.26	           87.97	            0.54
       596	   84853000	     3.40	     0.02	     0.08	    12.91	    31.64	          50	        6	          19	        2	      158	           0	     0.39	     0.95	     0.57	           -0.66	           -3.55	           76.86	            0.60
       597	   85400000	     2.63	     0.30	     0.78	     7.82	    14.62	           5	        1	           2	        2	      190	           0	     0.40	     0.64	     0.26	           -0.37	           -1.73	           76.95	            0.52
       598	   85438000	     2.23	     0.01	     0.04	     8.17	    13.66	          73	       11	          12	        3	      219	           0	     0.48	     1.57	     0.73	           -0.00	           -4.39	           74.71	            0.45
       599	   85480000	     1.66	     0.05	     0.09	     6.73	    13.22	          33	       12	          23	        4	      210	           0	     0.52	     0.80	     0.41	            0.06	           -3.73	           79.32	            0.38
       600	   85900000	     2.24	     0.33	     0.50	     6.97	     9.31	           2	        6	           0	        4	      209	           0	     0.40	     0.46	     0.25	           -0.34	           -2.36	           81.74	            0.47
       601	   86100000	     2.90	     0.18	     0.31	     9.82	    28.44	          14	        6	          12	        2	      189	           0	     0.33	     0.52	     0.40	           -0.31	           -2.53	           79.24	            0.58
       602	   86160000	     2.28	     0.06	     0.15	     8.00	    19.69	          30	        8	          13	        2	      215	           0	     0.31	     0.87	     0.33	            0.13	           -2.69	           79.52	            0.43
       603	   86410000	     2.35	     0.09	     0.21	     7.76	    18.79	          28	       12	           9	        2	      214	           0	     0.39	     0.70	     0.51	           -0.11	           -2.54	           83.05	            0.46
       604	   86420000	     2.71	     0.17	     0.33	     9.42	    19.33	          13	       10	           9	        2	      215	           0	     0.35	     0.50	     0.64	           -0.11	           -2.37	           83.00	            0.53
       605	   86480000	     2.49	     0.09	     0.19	     9.14	    21.64	          28	        8	          14	        2	      203	           0	     0.38	     0.64	     0.37	           -0.28	           -2.71	           81.01	            0.48
       606	   86500000	     2.64	     0.10	     0.19	     9.04	    24.80	          25	        9	          14	        2	      210	           0	     0.38	     0.64	     0.55	           -0.33	           -3.00	           80.80	            0.51
       607	   86510000	     2.42	     0.12	     0.23	     8.30	    19.69	          22	        8	          12	        2	      214	           0	     0.35	     0.57	     0.43	            0.00	           -2.62	           80.12	            0.48
       608	   86560000	     2.55	     0.16	     0.27	     9.91	    22.77	          13	        5	          16	        2	      210	           0	     0.42	     0.42	     0.36	           -0.16	           -2.80	           81.21	            0.49
       609	   86580000	     2.69	     0.14	     0.26	     9.51	    23.70	          16	        8	          15	        2	      207	           0	     0.44	     0.52	     0.55	           -0.61	           -2.87	           80.90	            0.53
       610	   86700000	     2.92	     0.08	     0.15	    11.67	    31.58	          32	       10	          24	        3	      201	           0	     0.36	     0.57	     0.48	           -0.29	           -3.48	           78.66	            0.58
       611	   86745000	     2.47	     0.04	     0.12	     9.01	    25.60	          37	        8	          17	        2	      216	           0	     0.39	     0.73	     0.55	           -0.41	           -2.97	           78.76	            0.47
       612	   87170000	     2.03	     0.10	     0.18	     7.04	    17.43	          20	        7	          13	        2	      226	           0	     0.32	     0.47	     0.36	           -0.46	           -2.92	           79.06	            0.39
       613	   87380000	     2.44	     0.22	     0.39	     7.32	    11.30	          11	        7	           1	        2	      217	           0	     0.28	     0.47	     0.23	           -0.47	           -3.03	           79.47	            0.51
       614	   87382000	     2.53	     0.23	     0.39	     7.39	    11.57	          16	        5	           1	        2	      219	           0	     0.28	     0.42	     0.34	           -0.54	           -2.90	           78.40	            0.53
       615	   87450100	     2.77	     0.47	     0.59	     8.99	    22.06	           0	        2	           6	        2	      224	           0	     0.30	     0.49	     0.71	            0.55	           -2.12	           84.42	            0.66
       616	   88575000	     2.11	     0.08	     0.12	     7.59	    24.71	          37	        9	          20	        2	      223	           0	     0.53	     0.66	     0.70	            0.34	           -3.85	           82.84	            0.52
       617	   88750000	     2.19	     0.07	     0.12	     8.96	    22.24	          32	        9	          23	        2	      221	           0	     0.46	     0.63	     0.38	            0.05	           -3.24	           83.17	            0.56
       618	   88850000	     2.51	     0.12	     0.30	     8.31	    29.07	          13	       11	          16	        2	      216	           0	     0.45	     0.41	     0.37	            0.43	           -2.26	           84.47	            0.59
       619	   12400000	     2.66	     0.53	     0.67	     8.35	    14.60	           0	        2	           3	        2	      160	           0	     0.21	     0.25	     0.43	            0.14	           -2.13	           81.61	            0.42
       620	   20200000	     1.49	     0.16	     0.26	     4.20	     6.75	           9	       12	           1	        2	      149	           0	     0.30	     0.45	     0.54	            1.39	           -2.42	           88.13	            0.33
       621	   21300000	     1.25	     0.54	     0.64	     2.68	     5.63	           0	        6	           1	        2	      150	           0	     0.21	     0.27	     0.58	            0.19	           -0.91	           91.25	            0.35
       622	   21560000	     1.30	     0.59	     0.68	     3.23	     6.56	           0	        0	           1	        2	      156	           0	     0.28	     0.10	     0.44	            0.28	           -0.94	           90.56	            0.36
       623	   22050001	     1.09	     0.32	     0.39	     2.71	     5.39	           0	        0	           2	        2	      151	           0	     0.29	     0.23	     0.52	            0.57	           -1.49	           89.88	            0.27
       624	   22500000	     1.06	     0.22	     0.28	     2.93	     4.64	           0	        0	           2	        2	      152	           0	     0.27	     0.22	     0.43	            0.44	           -2.45	           88.94	            0.25
       625	   25100000	     2.30	     0.07	     0.14	     9.29	    20.93	          27	       18	          23	        2	      133	           0	     0.37	     0.55	     0.41	            1.21	           -3.29	           86.44	            0.51
       626	   26040000	     1.93	     1.04	     1.20	     3.17	     3.90	           0	        0	           0	        0	      169	           0	     0.12	     0.10	     0.23	            0.06	           -0.90	           95.66	            0.43
       627	   31490000	     2.23	     0.30	     0.45	     6.14	     7.83	           4	       56	           0	        0	      204	           0	     0.26	     0.26	     0.27	           -0.33	           -2.65	           91.21	            0.41
       628	   31520000	     2.37	     0.31	     0.45	     6.50	     9.15	           4	       29	           0	        1	      205	           0	     0.28	     0.30	     0.34	           -0.41	           -2.81	           90.59	            0.43
       629	   31600000	     3.14	     1.13	     1.51	     5.75	     7.76	           0	        7	           0	        0	      205	           0	     0.26	     0.32	     0.37	           -0.03	           -1.26	           92.25	            0.55
       630	   32400000	     2.55	     0.05	     0.13	     9.34	    13.27	          42	       14	          14	        4	      196	           0	     0.33	     0.40	     0.28	           -0.05	           -4.68	           83.46	            0.47
       631	   33075000	     0.08	     0.00	     0.01	     0.28	     0.46	          17	       57	           6	        5	      188	           0	     0.50	     0.58	     0.64	           -0.02	           -2.90	           91.40	            0.02
       632	   34660000	     0.20	     0.09	     0.10	     0.48	     0.69	           0	        0	           0	        0	      166	           0	     0.19	     0.09	     0.27	            0.06	           -1.21	           89.37	            0.07
       633	   40040000	     1.87	     0.34	     0.47	     5.33	    11.85	           0	        0	           4	        2	      143	           0	     0.31	     0.30	     0.44	            0.28	           -2.06	           90.82	            0.44
       634	   40053000	     1.19	     0.05	     0.10	     4.94	    11.00	          13	       11	          23	        7	      124	           0	     0.51	     0.90	     0.52	            1.13	           -3.12	           87.96	            0.31
       635	   40060001	     1.91	     0.60	     0.69	     5.07	     6.38	           0	        0	           0	        0	      153	           0	     0.26	     0.18	     0.14	            0.45	           -1.56	           90.98	            0.43
       636	   40150000	     1.23	     0.26	     0.56	     3.18	     5.16	           2	       14	           1	        2	      139	           0	     0.30	     0.26	     0.53	            0.42	           -1.49	           88.62	            0.31
       637	   40170000	     1.24	     0.20	     0.30	     3.60	     6.44	           2	       12	           3	        3	      134	           0	     0.38	     0.49	     0.78	            0.88	           -1.92	           88.08	            0.30
       638	   40185000	     1.25	     0.21	     0.30	     3.51	     6.97	           1	        5	           3	        3	      137	           0	     0.42	     0.43	     0.45	            0.72	           -1.93	           88.78	            0.31
       639	   40269900	     1.26	     0.44	     0.56	     2.71	     4.52	           0	        1	           0	        3	      166	           0	     0.41	     0.72	     0.51	            0.50	           -1.03	           84.78	            0.31
       640	   40300001	     1.16	     0.26	     0.33	     3.44	     6.16	           1	        3	           3	        2	      139	           0	     0.31	     0.39	     0.37	            0.98	           -1.70	           86.88	            0.31
       641	   40330000	     1.22	     0.26	     0.31	     3.73	     6.10	           0	        0	           2	        2	      131	           0	     0.35	     0.35	     0.42	            1.08	           -2.04	           87.38	            0.31
       642	   40500000	     0.98	     0.20	     0.25	     2.75	     5.57	           0	        0	           4	        3	      138	           0	     0.37	     0.19	     0.49	            1.20	           -2.05	           89.97	            0.26
       643	   40530000	     1.31	     0.05	     0.09	     5.58	     8.29	          22	       10	          25	        9	      131	           0	     0.40	     0.67	     0.29	            1.40	           -3.31	           84.64	            0.31
       644	   40680000	     1.56	     0.30	     0.43	     4.12	     7.74	           0	        4	           2	        7	      133	           0	     0.31	     0.34	     0.88	            1.11	           -1.68	           88.87	            0.38
       645	   40740000	     1.31	     0.30	     0.40	     3.47	     6.02	           0	        0	           1	        7	      134	           0	     0.26	     0.26	     0.72	            0.96	           -1.71	           88.72	            0.33
       646	   40800001	     1.17	     0.25	     0.33	     3.22	     5.37	           0	        0	           1	        7	      134	           0	     0.27	     0.29	     0.73	            0.81	           -1.79	           88.50	            0.29
       647	   40810350	     1.38	     0.30	     0.42	     3.39	     6.89	           0	        0	           2	        4	      147	           0	     0.36	     0.35	     0.49	            1.18	           -2.03	           92.06	            0.34
       648	   40810800	     1.21	     0.23	     0.30	     3.07	     7.26	           0	        0	           4	        2	      139	           0	     0.37	     0.38	     0.62	            0.66	           -1.80	           90.19	            0.30
       649	   40811100	     1.15	     0.22	     0.30	     3.09	     6.61	           0	        1	           3	        2	      137	           0	     0.33	     0.34	     0.53	            0.89	           -1.82	           89.74	            0.29
       650	   40823500	     1.20	     0.24	     0.30	     3.35	     7.22	           0	        0	           5	        2	      136	           0	     0.36	     0.29	     0.56	            0.84	           -1.95	           90.51	            0.30
       651	   40850000	     1.23	     0.25	     0.33	     3.52	     5.94	           0	        1	           1	        2	      134	           0	     0.29	     0.30	     0.70	            1.08	           -1.92	           88.64	            0.31
       652	   40930000	     1.79	     0.19	     0.27	     6.23	    13.39	           3	        5	          11	        3	      133	           0	     0.41	     0.38	     0.45	            1.35	           -2.73	           87.42	            0.40
       653	   40975000	     1.76	     0.16	     0.22	     6.62	    15.34	           1	        7	          20	        2	      118	           0	     0.27	     0.35	     0.48	            0.56	           -3.30	           86.38	            0.44
       654	   41050000	     1.52	     0.18	     0.25	     5.31	    11.59	           1	        7	          13	        2	      132	           0	     0.39	     0.34	     0.47	            1.98	           -2.68	           87.70	            0.40
       655	   41135000	     1.22	     0.47	     0.64	     2.95	     5.24	           0	        0	           0	        2	      153	           0	     0.31	     0.19	     0.47	            0.43	           -0.71	           90.41	            0.31
       656	   41199998	     1.61	     0.58	     0.69	     3.86	     7.95	           0	        0	           1	        2	      137	           0	     0.21	     0.19	     0.38	            0.63	           -1.14	           89.08	            0.36
       657	   41260000	     1.45	     0.37	     0.53	     3.78	     8.08	           1	        8	           3	        2	      133	           0	     0.24	     0.21	     0.39	            1.04	           -1.49	           89.68	            0.36
       658	   41380000	     1.02	     0.13	     0.18	     3.31	    10.34	           1	        9	          11	        2	      120	           0	     0.33	     0.41	     0.48	            1.67	           -1.90	           88.83	            0.28
       659	   41410000	     1.20	     0.33	     0.40	     3.40	     7.23	           0	        0	           4	        2	      133	           0	     0.24	     0.17	     0.33	            1.04	           -1.58	           88.66	            0.32
       660	   41440005	     1.06	     0.18	     0.30	     2.99	     5.79	           1	       11	           3	        2	      138	           0	     0.34	     0.30	     0.35	            1.54	           -1.57	           89.81	            0.28
       661	   41685000	     0.52	     0.01	     0.03	     1.93	     4.53	          33	       20	          18	        3	      119	           0	     0.51	     0.86	     0.55	            2.04	           -3.53	           86.74	            0.15
       662	   41780002	     1.56	     0.19	     0.25	     6.43	    12.93	           0	        0	          23	        3	      113	           0	     0.28	     0.28	     0.34	            1.09	           -2.46	           84.34	            0.44
       663	   41890000	     1.13	     0.06	     0.07	     5.39	    11.19	           2	        7	          52	        5	      111	           0	     0.39	     0.34	     0.32	            1.01	           -3.91	           84.40	            0.38
       664	   42187000	     0.35	     0.06	     0.08	     1.02	     2.54	           1	       17	           7	        5	      134	           0	     0.47	     0.56	     2.27	            0.89	           -1.87	           89.88	            0.12
       665	   42250000	     1.47	     0.21	     0.33	     4.45	     8.79	           2	        7	           4	        5	      140	           0	     0.37	     0.45	     0.40	            0.53	           -1.90	           90.97	            0.37
       666	   42257000	     1.15	     0.14	     0.22	     3.20	     6.70	           4	        8	           4	        5	      143	           0	     0.40	     0.49	     0.49	            1.43	           -2.18	           89.68	            0.28
       667	   42365000	     1.35	     0.19	     0.26	     4.94	     9.35	           1	        8	          11	        5	      123	           0	     0.42	     0.60	     0.57	            1.14	           -2.36	           86.39	            0.35
       668	   42435000	     0.95	     0.06	     0.10	     3.01	     4.16	          21	       24	           1	        5	      136	           0	     0.44	     0.61	     0.42	            1.02	           -3.27	           89.40	            0.24
       669	   42460000	     1.26	     0.05	     0.28	     3.01	     4.92	          10	       28	           0	        5	      158	           0	     0.40	     0.51	     0.64	            0.78	           -1.50	           90.92	            0.34
       670	   42490000	     1.18	     0.09	     0.24	     3.33	     5.58	           9	       23	           0	        5	      150	           0	     0.35	     0.46	     0.24	            1.60	           -1.68	           88.76	            0.32
       671	   42546000	     1.14	     0.15	     0.20	     3.96	     9.80	           0	        0	          15	        2	      133	           0	     0.39	     0.35	     0.54	            1.27	           -2.06	           87.28	            0.30
       672	   42840000	     1.38	     0.31	     0.41	     3.75	     9.81	           0	        0	           6	        2	      140	           0	     0.26	     0.36	     0.32	            1.05	           -1.38	           88.43	            0.36
       673	   42860000	     1.00	     0.08	     0.12	     3.95	     8.38	           5	        9	          17	        2	      121	           0	     0.40	     0.45	     0.42	            1.25	           -2.69	           85.79	            0.28
       674	   45170001	     0.87	     0.58	     0.61	     1.32	     1.76	           0	        0	           0	        0	      167	           0	     0.16	     0.15	     0.29	            0.23	           -0.55	           95.87	            0.30
       675	   45590000	     0.70	     0.49	     0.51	     1.02	     1.28	           0	        0	           0	        0	      168	           0	     0.12	     0.11	     0.28	            0.26	           -0.48	           96.24	            0.23
       676	   45740001	     0.37	     0.21	     0.23	     0.63	     0.84	           0	        0	           0	        0	      161	           0	     0.17	     0.16	     0.37	            0.46	           -0.85	           95.19	            0.13
       677	   45770000	     0.88	     0.62	     0.66	     1.25	     1.58	           0	        0	           0	        0	      167	           0	     0.10	     0.10	     0.27	            0.30	           -0.48	           96.09	            0.28
       678	   45880000	     0.75	     0.50	     0.53	     1.14	     1.49	           0	        0	           0	        0	      166	           0	     0.15	     0.15	     0.30	            0.33	           -0.59	           96.14	            0.25
       679	   46415000	     0.55	     0.24	     0.30	     0.89	     1.14	           0	        1	           0	        0	      162	           0	     0.21	     0.31	     0.32	            0.36	           -0.77	           95.51	            0.17
       680	   46455000	     0.66	     0.40	     0.44	     0.98	     1.25	           0	        0	           0	        0	      167	           0	     0.13	     0.13	     0.29	            0.18	           -0.62	           96.19	            0.20
       681	   46490000	     0.11	     0.03	     0.05	     0.26	     0.44	           0	        0	           1	        5	      155	           0	     0.30	     0.26	     0.57	            0.91	           -0.98	           93.64	            0.04
       682	   46543000	     0.77	     0.41	     0.47	     1.22	     1.46	           0	        0	           0	        0	      162	           0	     0.11	     0.18	     0.19	            0.08	           -0.81	           94.83	            0.23
       683	   46570000	     0.43	     0.14	     0.19	     0.81	     1.06	           0	        0	           0	        0	      159	           0	     0.17	     0.30	     0.26	            0.13	           -1.22	           92.11	            0.12
       684	   46590000	     0.57	     0.39	     0.42	     0.85	     1.11	           0	        0	           0	        0	      166	           0	     0.10	     0.09	     0.23	            0.16	           -0.54	           95.65	            0.18
       685	   46770000	     0.41	     0.29	     0.31	     0.59	     0.66	           0	        0	           0	        0	      169	           0	     0.10	     0.12	     0.08	            0.16	           -0.57	           95.62	            0.13
       686	   46998000	     0.50	     0.20	     0.24	     1.33	     1.69	           0	        0	           0	        0	      148	           0	     0.31	     0.15	     0.37	            0.56	           -1.18	           93.59	            0.17
       687	   47249000	     0.03	     0.00	     0.00	     0.08	     0.30	          32	       12	          19	       13	      148	           1	     1.13	     1.11	     1.69	           -0.78	           -3.28	           82.42	            0.02
       688	   48850000	     0.09	     0.00	     0.00	     0.33	     1.68	         122	       47	          55	       17	      161	          30	     1.44	     2.44	     1.50	           -0.05	          -14.43	           82.00	            0.05
       689	   53790000	     0.14	     0.02	     0.03	     0.45	     1.08	           3	        7	           8	       13	      138	           0	     0.54	     0.59	     0.71	            1.29	           -1.74	           87.23	            0.06
       690	   58442000	     1.62	     0.39	     0.51	     3.93	     7.28	           0	        5	           1	       12	      145	           0	     0.23	     0.30	     0.31	            0.15	           -1.74	           83.31	            0.33
       691	   58826000	     3.01	     0.85	     1.03	     7.22	    14.96	           0	        0	           2	       12	      139	           0	     0.26	     0.31	     0.60	            0.78	           -1.54	           87.91	            0.54
       692	   58846000	     1.65	     0.39	     0.58	     4.05	     6.97	           0	        0	           1	       12	      142	           0	     0.24	     0.21	     0.42	            0.59	           -1.60	           89.35	            0.29
       693	   58857000	     1.36	     0.41	     0.54	     3.65	     6.73	           0	        0	           2	       12	      140	           0	     0.27	     0.20	     0.48	            0.51	           -1.35	           89.16	            0.37
       694	   58880001	     1.17	     0.37	     0.44	     2.90	     4.35	           0	        0	           0	       12	      147	           0	     0.27	     0.22	     0.43	            0.95	           -1.43	           88.08	            0.26
       695	   60030000	     1.48	     0.24	     0.34	     3.93	     6.51	           1	        3	           0	       12	      151	           0	     0.35	     0.35	     0.45	            1.14	           -2.30	           90.84	            0.37
       696	   60435100	     1.94	     0.28	     0.47	     4.38	     6.90	           6	        4	           0	       12	      161	           0	     0.24	     0.63	     0.24	            0.72	           -1.84	           89.01	            0.47
       697	   60477400	     0.94	     0.06	     0.09	     2.83	     5.91	          42	        8	           4	       12	      146	           0	     0.48	     1.08	     0.53	            0.56	           -2.89	           84.17	            0.23
       698	   60477600	     1.46	     0.52	     0.63	     3.08	     4.74	           0	        0	           0	       12	      159	           0	     0.30	     0.29	     0.45	            0.22	           -1.12	           90.52	            0.36
       699	   60478500	     1.66	     0.25	     0.39	     4.52	     8.38	           2	        6	           1	       11	      152	           0	     0.47	     0.89	     0.32	           -0.17	           -2.23	           89.82	            0.40
       700	   60478600	     1.05	     0.12	     0.19	     2.62	     6.37	           8	        3	           3	       11	      144	           0	     0.41	     0.71	     0.78	            0.22	           -1.99	           82.89	            0.28
       701	   60500000	     1.30	     0.26	     0.34	     3.06	     5.02	           1	        5	           1	       11	      149	           0	     0.32	     0.39	     0.68	           -0.01	           -1.87	           87.00	            0.34
       702	   60540000	     1.28	     0.25	     0.36	     3.10	     4.66	           0	        1	           0	       11	      157	           0	     0.31	     0.41	     0.52	            0.04	           -1.88	           89.93	            0.31
       703	   61175000	     1.44	     0.40	     0.52	     3.68	     6.44	           0	        0	           1	       11	      146	           0	     0.31	     0.19	     0.57	            0.11	           -1.60	           90.12	            0.34
       704	   61565000	     2.27	     0.51	     0.76	     5.50	     9.60	           0	        2	           1	       11	      145	           0	     0.26	     0.32	     0.63	            0.57	           -1.90	           87.61	            0.46
       705	   61795000	     1.55	     0.21	     0.36	     3.91	     6.10	           5	        9	           1	       11	      155	           0	     0.24	     0.40	     0.47	            0.31	           -2.41	           88.85	            0.35
       706	   61910000	     1.31	     0.36	     0.44	     3.26	     4.81	           0	        0	           0	        0	      152	           0	     0.25	     0.24	     0.21	            0.53	           -1.71	           88.76	            0.31
       707	   61956001	     0.90	     0.20	     0.25	     2.71	     6.08	           0	        0	           7	        2	      142	           0	     0.36	     0.29	     0.53	           -0.66	           -1.82	           86.50	            0.22
       708	   62095100	     1.03	     0.33	     0.39	     2.44	     4.35	           0	        0	           0	        2	      157	           0	     0.27	     0.32	     0.34	            0.00	           -1.24	           87.16	            0.23
       709	   62110000	     1.29	     0.17	     0.32	     2.91	     4.26	           8	        7	           0	        2	      157	           0	     0.42	     0.53	     0.46	            0.07	           -1.81	           87.11	            0.29
       710	   62496001	     1.14	     0.19	     0.26	     3.83	     5.70	           0	       12	           2	        2	      147	           0	     0.38	     0.30	     0.34	            0.03	           -2.11	           85.71	            0.29
       711	   62676000	     1.06	     0.26	     0.34	     2.76	     4.80	           0	        0	           0	        2	      153	           0	     0.41	     0.33	     0.33	            0.00	           -1.51	           85.05	            0.24
       712	   62772500	     5.38	     2.69	     3.12	     9.00	    14.36	           0	        0	           0	        0	      166	           0	     0.16	     0.16	     0.53	            0.07	           -0.97	           91.42	            1.31
       713	   63160000	     0.90	     0.30	     0.36	     2.04	     3.80	           0	        0	           1	        2	      156	           0	     0.28	     0.23	     0.55	            0.01	           -1.33	           87.92	            0.24
       714	   64346000	     0.97	     0.52	     0.59	     1.61	     2.26	           0	        0	           0	        0	      174	           0	     0.17	     0.16	     0.31	            0.00	           -0.52	           92.81	            0.24
       715	   64370000	     1.23	     0.17	     0.25	     3.98	    10.73	           1	        4	          10	        3	      160	           0	     0.42	     0.35	     0.37	           -0.72	           -1.93	           84.87	            0.31
       716	   64491000	     1.22	     0.23	     0.32	     2.65	     8.40	           0	        0	           4	        3	      175	           0	     1.12	     0.34	     1.74	            0.07	           -1.48	           88.61	            0.28
       717	   65019700	     9.02	     0.10	     0.22	    34.77	   158.04	          34	        8	          38	        5	      172	           0	     1.77	     0.63	     1.63	            0.03	           -2.44	           82.08	            2.15
       718	   65415000	     2.87	     0.36	     0.52	     9.10	    18.81	           3	        6	           6	        5	      172	           0	     0.57	     0.48	     0.75	           -0.28	           -2.12	           83.20	            0.57
       719	   65855000	     2.48	     0.18	     0.32	     7.32	    14.84	          18	       11	           4	        5	      189	           0	     0.41	     0.58	     1.85	           -0.46	           -2.43	           85.51	            0.48
       720	   66006000	     2.24	     0.32	     0.54	     5.61	     9.33	           4	        9	           0	        5	      155	           0	     0.27	     0.46	     0.44	            0.40	           -1.91	           88.65	            0.48
       721	   66008000	     1.52	     0.09	     0.14	     6.12	    10.92	          12	       12	          20	        4	      144	           0	     0.35	     0.46	     0.29	           -0.30	           -3.21	           83.41	            0.38
       722	   66160000	     2.01	     0.25	     0.31	     7.50	    13.20	           0	        1	          16	        4	      135	           0	     0.27	     0.15	     0.25	            0.11	           -3.68	           84.38	            0.45
       723	   75155000	     2.70	     0.42	     0.56	     8.12	    16.95	           1	        3	           4	        4	      194	           0	     0.41	     0.58	     0.68	           -0.63	           -1.99	           85.91	            0.49
       724	   75205000	     2.48	     0.34	     0.49	     7.57	    14.97	           2	        7	           4	        4	      186	           0	     0.41	     0.46	     0.47	           -1.52	           -2.17	           86.79	            0.47
       725	   75450000	     2.58	     0.16	     0.27	    10.24	    17.07	          18	        9	          13	        5	      197	           0	     0.42	     0.70	     0.38	            0.80	           -2.70	           81.45	            0.50
