CABra dataset - Soil attributes
 
soil_type is the most common taxonomy of soil.
soil_textclass is the textural class of soil based on the USDA textural classification.
soil_sand, soil_sand and soil_clay are the fraction of sand, silt and clay in the soil, respectively.
soil_carbon is the fraction of organic carbon in the soil.
soil_bulk and soil_depth are the bulk density and depth to the bedrock, respectively.
 
  CABra ID	     ANA ID	                 soil_type	  soil_textclass	  soil_sand	  soil_silt	  soil_clay	 soil_carbon	  soil_bulk	 soil_depth
          	           	                          	                	          %	          %	          %	          ‰	     g cm¯³	          m
       621	   21300000	          Haplic Ferrasols	 SANDY CLAY LOAM	     54.112	     19.418	     26.464	      4.679	      1.395	     32.741
       622	   21560000	          Haplic Ferrasols	 SANDY CLAY LOAM	     47.734	     23.967	     28.300	     11.111	      1.395	     27.540
       623	   22050001	          Haplic Ferrasols	 SANDY CLAY LOAM	     52.422	     20.510	     27.069	     12.989	      1.373	     27.316
       624	   22500000	          Haplic Ferrasols	 SANDY CLAY LOAM	     55.736	     19.046	     25.215	     13.620	      1.379	     26.609
       625	   25100000	          Haplic Ferrasols	 SANDY CLAY LOAM	     53.064	     19.324	     27.665	     10.348	      1.337	     26.360
       626	   26040000	          Haplic Ferrasols	 SANDY CLAY LOAM	     57.829	     11.756	     30.398	     19.492	      1.338	     34.176
       627	   31490000	          Haplic Ferrasols	 SANDY CLAY LOAM	     53.918	     20.713	     25.385	      2.102	      1.362	     59.597
       628	   31520000	          Haplic Ferrasols	 SANDY CLAY LOAM	     53.895	     20.870	     25.252	      2.260	      1.358	     60.788
       629	   31600000	          Haplic Ferrasols	 SANDY CLAY LOAM	     59.039	     18.732	     22.209	      4.367	      1.394	     84.726
       630	   32400000	          Haplic Ferrasols	 SANDY CLAY LOAM	     52.287	     20.873	     26.863	      2.055	      1.341	     51.007
       631	   33075000	          Haplic Ferrasols	 SANDY CLAY LOAM	     51.692	     16.589	     31.709	     11.175	      1.341	     40.495
       632	   34660000	          Haplic Ferrasols	      SANDY LOAM	     65.595	     15.074	     19.314	      9.823	      1.444	     25.804
       633	   40040000	          Haplic Ferrasols	      SANDY CLAY	     45.147	     17.911	     36.900	     10.169	      1.384	     24.055
       634	   40053000	          Haplic Ferrasols	            CLAY	     38.949	     19.588	     41.448	     11.709	      1.361	     24.553
       635	   40060001	          Haplic Ferrasols	      SANDY CLAY	     46.542	     17.471	     35.952	     19.395	      1.343	     23.033
       636	   40150000	          Haplic Ferrasols	      SANDY CLAY	     46.402	     17.239	     36.367	     18.718	      1.362	     22.619
       637	   40170000	          Haplic Ferrasols	       CLAY LOAM	     44.942	     17.380	     37.707	     16.464	      1.370	     23.561
       638	   40185000	          Haplic Ferrasols	      SANDY CLAY	     45.201	     17.398	     37.430	     14.412	      1.370	     23.659
       639	   40269900	          Haplic Ferrasols	      SANDY CLAY	     46.290	     16.947	     36.774	     30.140	      1.358	     23.537
       640	   40300001	          Haplic Ferrasols	      SANDY CLAY	     46.080	     17.361	     36.570	     18.879	      1.354	     23.112
       641	   40330000	          Haplic Ferrasols	      SANDY CLAY	     46.101	     17.317	     36.594	     15.357	      1.362	     23.254
       642	   40500000	          Haplic Ferrasols	      SANDY CLAY	     47.904	     16.737	     35.338	      4.600	      1.369	     24.811
       643	   40530000	          Haplic Ferrasols	 SANDY CLAY LOAM	     47.616	     17.414	     34.926	      6.888	      1.376	     22.512
       644	   40680000	          Haplic Ferrasols	      SANDY CLAY	     45.703	     16.767	     37.505	     24.267	      1.353	     21.497
       645	   40740000	          Haplic Ferrasols	      SANDY CLAY	     46.768	     17.025	     36.206	     24.594	      1.349	     22.468
       646	   40800001	          Haplic Ferrasols	      SANDY CLAY	     46.527	     17.369	     36.107	     25.088	      1.349	     22.727
       647	   40810350	          Haplic Ferrasols	      SANDY CLAY	     45.112	     17.994	     36.876	     23.266	      1.355	     23.685
       648	   40810800	          Haplic Ferrasols	       CLAY LOAM	     44.723	     18.317	     37.025	     40.227	      1.355	     22.822
       649	   40811100	          Haplic Ferrasols	       CLAY LOAM	     44.164	     18.430	     37.448	     36.960	      1.356	     22.404
       650	   40823500	          Haplic Ferrasols	      SANDY CLAY	     45.505	     17.841	     36.692	     22.001	      1.359	     22.044
       651	   40850000	          Haplic Ferrasols	      SANDY CLAY	     46.400	     17.511	     36.093	     21.800	      1.351	     23.027
       652	   40930000	          Haplic Ferrasols	      SANDY CLAY	     46.682	     16.270	     37.000	     19.740	      1.351	     25.786
       653	   40975000	          Haplic Ferrasols	 SANDY CLAY LOAM	     49.790	     16.000	     34.187	      9.423	      1.357	     30.946
       654	   41050000	          Haplic Ferrasols	      SANDY CLAY	     46.028	     16.679	     37.257	     10.294	      1.356	     29.045
       655	   41135000	          Haplic Ferrasols	 SANDY CLAY LOAM	     48.013	     17.476	     34.502	     10.898	      1.364	     25.004
       656	   41199998	          Haplic Ferrasols	 SANDY CLAY LOAM	     47.414	     17.842	     34.741	     41.598	      1.265	     24.132
       657	   41260000	          Haplic Ferrasols	      SANDY CLAY	     46.818	     18.041	     35.145	     38.077	      1.290	     25.336
       658	   41380000	          Haplic Ferrasols	 SANDY CLAY LOAM	     48.512	     19.012	     32.456	      9.964	      1.336	     24.195
       659	   41410000	          Haplic Ferrasols	      SANDY CLAY	     46.524	     18.449	     35.030	     29.604	      1.311	     24.562
       660	   41440005	          Haplic Ferrasols	       CLAY LOAM	     43.572	     18.727	     37.684	     33.052	      1.346	     24.227
       661	   41685000	          Haplic Ferrasols	 SANDY CLAY LOAM	     49.401	     18.694	     31.922	      4.120	      1.367	     26.530
       662	   41780002	          Haplic Ferrasols	 SANDY CLAY LOAM	     51.596	     17.808	     30.595	     20.346	      1.345	     31.348
       663	   41890000	          Haplic Ferrasols	 SANDY CLAY LOAM	     52.487	     19.134	     28.383	     10.670	      1.331	     33.542
       664	   42187000	          Haplic Ferrasols	 SANDY CLAY LOAM	     49.695	     19.084	     31.221	      1.466	      1.374	     27.692
       665	   42250000	          Haplic Ferrasols	 SANDY CLAY LOAM	     47.471	     18.522	     33.999	      7.017	      1.354	     30.674
       666	   42257000	          Haplic Ferrasols	 SANDY CLAY LOAM	     48.481	     18.884	     32.631	      3.776	      1.366	     29.143
       667	   42365000	          Haplic Ferrasols	 SANDY CLAY LOAM	     50.791	     16.938	     32.260	      6.154	      1.359	     28.771
       668	   42435000	          Haplic Ferrasols	 SANDY CLAY LOAM	     48.800	     19.041	     32.153	      3.329	      1.375	     26.490
       669	   42460000	          Haplic Ferrasols	      SANDY CLAY	     46.260	     16.816	     36.906	      6.374	      1.355	     38.772
       670	   42490000	          Haplic Ferrasols	      SANDY CLAY	     46.214	     18.099	     35.672	      5.724	      1.357	     37.120
       671	   42546000	          Haplic Ferrasols	 SANDY CLAY LOAM	     49.580	     18.668	     31.754	      1.847	      1.380	     34.847
       672	   42840000	          Haplic Ferrasols	      SANDY CLAY	     48.323	     15.573	     36.084	      7.608	      1.344	     31.921
       673	   42860000	          Haplic Ferrasols	 SANDY CLAY LOAM	     54.379	     16.622	     29.002	      3.942	      1.371	     29.397
       674	   45170001	          Haplic Ferrasols	 SANDY CLAY LOAM	     62.035	     16.105	     21.850	      3.151	      1.414	     31.842
       675	   45590000	          Haplic Ferrasols	 SANDY CLAY LOAM	     61.137	     15.183	     23.665	      8.898	      1.416	     32.545
       676	   45740001	          Haplic Ferrasols	 SANDY CLAY LOAM	     62.133	     14.810	     23.030	     12.814	      1.417	     31.586
       677	   45770000	          Haplic Ferrasols	 SANDY CLAY LOAM	     60.160	     16.185	     23.647	      8.084	      1.414	     31.894
       678	   45880000	          Haplic Ferrasols	 SANDY CLAY LOAM	     60.342	     16.246	     23.399	      5.570	      1.414	     29.898
       679	   46415000	          Haplic Ferrasols	 SANDY CLAY LOAM	     61.784	     15.217	     22.983	     15.417	      1.418	     32.927
       680	   46455000	          Haplic Ferrasols	 SANDY CLAY LOAM	     57.036	     16.382	     26.578	     17.940	      1.401	     35.621
       681	   46490000	          Haplic Ferrasols	 SANDY CLAY LOAM	     62.292	     14.545	     23.142	     13.085	      1.426	     30.859
       682	   46543000	          Haplic Ferrasols	 SANDY CLAY LOAM	     59.127	     16.143	     24.721	     17.459	      1.404	     32.403
       683	   46570000	          Haplic Ferrasols	 SANDY CLAY LOAM	     53.729	     17.579	     28.702	     25.484	      1.385	     43.689
       684	   46590000	          Haplic Ferrasols	 SANDY CLAY LOAM	     56.994	     17.243	     25.765	     19.118	      1.402	     35.391
       685	   46770000	          Haplic Ferrasols	 SANDY CLAY LOAM	     58.506	     15.915	     25.568	     20.148	      1.414	     37.022
       686	   46998000	          Haplic Ferrasols	 SANDY CLAY LOAM	     54.095	     18.270	     27.634	     10.710	      1.397	     30.419
       687	   47249000	          Haplic Ferrasols	 SANDY CLAY LOAM	     56.464	     18.713	     24.822	     13.987	      1.426	     27.916
       688	   48850000	          Lithic Leptosols	 SANDY CLAY LOAM	     58.975	     20.391	     20.639	      2.672	      1.464	     23.207
       689	   53790000	          Haplic Ferrasols	 SANDY CLAY LOAM	     52.579	     16.057	     31.384	      9.958	      1.362	     28.416
       690	   58442000	          Haplic Ferrasols	 SANDY CLAY LOAM	     47.562	     17.766	     34.641	     34.143	      1.258	     18.545
       691	   58826000	          Haplic Ferrasols	 SANDY CLAY LOAM	     46.956	     19.707	     33.330	     43.349	      1.227	     20.524
       692	   58846000	          Haplic Ferrasols	      SANDY CLAY	     46.502	     18.086	     35.364	     34.453	      1.254	     21.914
       693	   58857000	          Haplic Ferrasols	      SANDY CLAY	     46.724	     17.105	     36.173	     25.463	      1.284	     21.467
       694	   58880001	          Haplic Ferrasols	 SANDY CLAY LOAM	     49.576	     17.221	     33.203	     22.168	      1.306	     19.911
       695	   60030000	          Haplic Ferrasols	      SANDY CLAY	     47.166	     15.933	     36.891	      5.365	      1.356	     39.252
       696	   60435100	          Haplic Ferrasols	 SANDY CLAY LOAM	     54.440	     15.501	     30.048	      4.592	      1.375	     46.503
       697	   60477400	          Haplic Ferrasols	      SANDY CLAY	     47.297	     16.423	     36.292	     14.684	      1.328	     38.449
       698	   60477600	          Haplic Ferrasols	      SANDY CLAY	     46.726	     16.562	     36.728	     12.675	      1.334	     42.392
       699	   60478500	          Haplic Ferrasols	      SANDY CLAY	     45.360	     15.983	     38.639	     11.729	      1.323	     42.473
       700	   60478600	          Haplic Ferrasols	            CLAY	     40.844	     17.319	     41.866	     14.262	      1.307	     41.579
       701	   60500000	          Haplic Ferrasols	      SANDY CLAY	     47.848	     17.086	     35.064	      7.192	      1.354	     38.017
       702	   60540000	          Haplic Ferrasols	      SANDY CLAY	     45.617	     17.733	     36.638	      6.484	      1.351	     37.324
       703	   61175000	          Haplic Ferrasols	       CLAY LOAM	     44.108	     17.897	     38.010	     16.269	      1.370	     21.339
       704	   61565000	          Haplic Ferrasols	      SANDY CLAY	     45.361	     17.583	     37.117	     24.782	      1.293	     23.478
       705	   61795000	          Haplic Ferrasols	 SANDY CLAY LOAM	     49.270	     16.073	     34.643	      4.874	      1.365	     24.861
       706	   61910000	          Haplic Ferrasols	      SANDY CLAY	     48.208	     16.551	     35.238	     13.287	      1.362	     14.483
       707	   61956001	          Haplic Ferrasols	 SANDY CLAY LOAM	     59.410	     13.871	     26.706	      3.046	      1.386	     10.459
       708	   62095100	          Haplic Cambisols	       CLAY LOAM	     43.192	     20.814	     36.006	     36.806	      1.176	     15.036
       709	   62110000	          Haplic Ferrasols	 SANDY CLAY LOAM	     46.573	     19.332	     34.089	     26.585	      1.225	     16.355
       710	   62496001	          Haplic Ferrasols	 SANDY CLAY LOAM	     51.634	     16.544	     31.837	     17.689	      1.293	     12.663
       711	   62676000	          Haplic Ferrasols	 SANDY CLAY LOAM	     48.782	     18.085	     33.129	     22.267	      1.276	     15.383
       712	   62772500	          Haplic Ferrasols	      SANDY CLAY	     47.766	     15.876	     36.356	      4.667	      1.357	     13.532
       713	   63160000	          Haplic Ferrasols	 SANDY CLAY LOAM	     62.294	     13.205	     24.484	      5.287	      1.390	      9.620
       714	   64346000	          Haplic Ferrasols	 SANDY CLAY LOAM	     63.665	     11.767	     24.557	      5.183	      1.416	      9.485
       715	   64370000	          Haplic Ferrasols	       CLAY LOAM	     44.109	     20.687	     35.197	     15.478	      1.330	     10.826
       716	   64491000	          Haplic Ferrasols	            CLAY	     33.757	     24.969	     41.273	     25.251	      1.292	     10.992
       717	   65019700	          Haplic Ferrasols	       CLAY LOAM	     38.434	     23.004	     38.543	     28.431	      1.263	     13.896
       718	   65415000	             Alic Nitisols	            CLAY	     23.800	     27.331	     48.875	     25.015	      1.238	      8.710
       719	   65855000	          Haplic Ferrasols	            CLAY	     18.319	     28.061	     53.631	     33.700	      1.265	      9.034
       720	   66006000	          Haplic Ferrasols	 SANDY CLAY LOAM	     61.768	     13.682	     24.539	     15.581	      1.370	     26.499
       721	   66008000	          Haplic Ferrasols	      SANDY LOAM	     61.889	     18.726	     19.389	     19.042	      1.387	     20.583
       722	   66160000	          Haplic Ferrasols	 SANDY CLAY LOAM	     61.510	     17.501	     20.981	     17.947	      1.394	     23.817
       723	   75155000	          Haplic Ferrasols	            CLAY	     25.729	     25.649	     48.598	     64.637	      1.319	     10.118
       724	   75205000	          Haplic Ferrasols	            CLAY	     27.797	     25.798	     46.378	     61.181	      1.326	     11.588
       725	   75450000	          Haplic Ferrasols	            CLAY	     30.216	     26.414	     43.368	     31.666	      1.366	     10.824
       726	   76100000	           Haplic Acrisols	       CLAY LOAM	     33.458	     28.529	     38.016	     36.928	      1.387	      9.834
       727	   76300000	  Haplic Nitisols (Eutric)	 SANDY CLAY LOAM	     49.672	     25.560	     24.765	     24.355	      1.464	     14.235
       728	   76440000	           Haplic Acrisols	       CLAY LOAM	     34.019	     27.589	     38.391	     34.546	      1.367	      9.172
       729	   76460000	           Haplic Acrisols	       CLAY LOAM	     35.715	     27.170	     37.121	     29.089	      1.382	      8.332
       730	   81380000	           Haplic Acrisols	       CLAY LOAM	     38.924	     24.043	     37.032	     23.970	      1.248	     10.744
       731	   81683000	           Haplic Acrisols	       CLAY LOAM	     41.198	     23.169	     35.632	     24.145	      1.239	     11.878
       732	   84950000	           Haplic Acrisols	       CLAY LOAM	     38.311	     25.700	     36.000	     42.145	      1.225	     12.662
       733	   87160000	             Alic Nitisols	       CLAY LOAM	     33.631	     30.089	     36.286	     46.311	      1.252	      8.264
       734	   87399000	           Haplic Acrisols	 SANDY CLAY LOAM	     48.145	     25.237	     26.609	     63.937	      1.409	     22.303
       735	   87400000	           Haplic Acrisols	 SANDY CLAY LOAM	     47.498	     25.434	     27.061	     63.178	      1.404	     21.106
