CABra dataset - Land-cover attributes
 
cover_main is the most common land-cover class in the catchment.
cover_bare, cover_forest, cover_crops, cover_grass, cover_moss, cover_shrub, cover_urban, cover_snow are the fraction of cover of bare soil, forest, cover_crops, cover_grass, cover_moss, cover_shrub, cover_urban area and cover_snow in the catchment.
cover_waterp and cover_waters are the fraction of cover of permanent and seasonal water in the catchment.
ndvi_djf, ndvi_mam, ndvi_jja and ndvi_son are the NDVI values for summer, fall, winter and spring, respectively.
 
  CABra ID	     ANA ID	 cover_main	 cover_bare	  cover_forest	 cover_crops	 cover_grass	 cover_moss	 cover_shrub	 cover_urban	 cover_snow	  cover_waterp	  cover_waters	   ndvi_djf	   ndvi_mam	   ndvi_jja	   ndvi_son
          	           	           	          %	             %	          %	          %	          %	          %	          %	          %	             %	             %	           	           	           	           
         1	   13880000	     forest	      0.082	        93.388	      0.032	      4.413	      0.000	      1.806	      0.048	      0.000	         0.231	         0.322	      0.737	      0.742	      0.674	      0.652
         2	   14110000	     forest	      0.001	        98.623	      0.003	      0.695	      0.000	      0.342	      0.002	      0.000	         0.334	         0.201	      0.732	      0.734	      0.667	      0.646
         3	   14230000	     forest	      0.001	        99.467	      0.000	      0.193	      0.000	      0.184	      0.001	      0.000	         0.153	         0.162	      0.666	      0.660	      0.578	      0.571
         4	   14250000	     forest	      0.001	        98.847	      0.002	      0.518	      0.000	      0.250	      0.002	      0.000	         0.380	         0.199	      0.633	      0.631	      0.557	      0.557
         5	   14260000	     forest	      0.002	        96.178	      0.066	      2.331	      0.000	      0.922	      0.011	      0.000	         0.491	         0.136	      0.699	      0.668	      0.579	      0.576
         6	   14280001	     forest	      0.002	        96.324	      0.060	      2.130	      0.000	      0.842	      0.010	      0.000	         0.633	         0.138	      0.747	      0.754	      0.684	      0.664
         7	   14300000	     forest	      0.000	        99.700	      0.000	      0.218	      0.000	      0.079	      0.003	      0.000	         0.001	         0.009	      0.746	      0.760	      0.707	      0.684
         8	   14330000	     forest	      0.001	        98.202	      0.015	      0.855	      0.000	      0.363	      0.005	      0.000	         0.560	         0.183	      0.740	      0.778	      0.847	      0.785
         9	   14420000	     forest	      0.001	        98.365	      0.012	      0.689	      0.000	      0.283	      0.004	      0.000	         0.647	         0.199	      0.731	      0.710	      0.659	      0.642
        10	   14495000	     forest	      0.005	        95.239	      0.015	      3.444	      0.000	      1.040	      0.000	      0.000	         0.257	         0.142	      0.770	      0.672	      0.709	      0.631
        11	   14515000	     forest	      0.088	        80.022	      0.058	     15.990	      0.000	      3.562	      0.002	      0.000	         0.278	         0.224	      0.756	      0.651	      0.694	      0.605
        12	   14550000	      grass	      0.819	        24.468	      0.205	     59.759	      0.000	     14.654	      0.000	      0.000	         0.094	         0.142	      0.770	      0.675	      0.669	      0.622
        13	   14680001	     forest	      0.002	        98.312	      0.007	      1.186	      0.000	      0.365	      0.000	      0.000	         0.127	         0.119	      0.773	      0.663	      0.674	      0.611
        14	   14710000	     forest	      0.230	        62.311	      0.360	     29.635	      0.000	      7.072	      0.073	      0.000	         0.320	         0.387	      0.766	      0.715	      0.679	      0.656
        15	   15030000	     forest	      0.393	        87.437	      0.200	      8.511	      0.005	      2.304	      0.056	      0.034	         1.057	         0.551	      0.646	      0.585	      0.547	      0.502
        16	   15050000	     forest	      0.386	        43.494	      1.182	     35.778	      0.000	     18.771	      0.304	      0.000	         0.085	         0.058	      0.763	      0.730	      0.681	      0.669
        17	   15120001	     forest	      0.171	        44.680	      1.006	     37.818	      0.000	     15.836	      0.049	      0.000	         0.440	         0.343	      0.740	      0.744	      0.861	      0.803
        18	   15250000	     forest	      0.966	        61.715	      1.965	     22.448	      0.000	     12.154	      0.128	      0.000	         0.625	         0.754	      0.648	      0.689	      0.572	      0.479
        19	   15320002	     forest	      1.098	        67.121	      1.325	     19.907	      0.003	      9.704	      0.101	      0.076	         0.665	         0.697	      0.649	      0.692	      0.575	      0.483
        20	   15430000	     forest	      0.257	        64.895	      0.076	     26.978	      0.000	      7.574	      0.090	      0.000	         0.129	         0.176	      0.789	      0.751	      0.818	      0.821
        21	   15431000	     forest	      0.281	        50.860	      0.435	     38.799	      0.000	      9.595	      0.010	      0.000	         0.020	         0.130	      0.657	      0.700	      0.597	      0.508
        22	   15432000	     forest	      0.534	        48.335	      0.071	     38.969	      0.000	     12.048	      0.012	      0.000	         0.031	         0.122	      0.663	      0.706	      0.605	      0.518
        23	   15550000	     forest	      0.279	        62.537	      0.267	     28.153	      0.000	      8.519	      0.203	      0.000	         0.041	         0.154	      0.683	      0.723	      0.578	      0.490
        24	   15558000	     forest	      0.242	        58.674	      1.814	     29.033	      0.000	     10.144	      0.039	      0.000	         0.056	         0.074	      0.767	      0.801	      0.730	      0.667
        25	   15560000	     forest	      0.349	        50.329	      1.118	     36.557	      0.000	     11.066	      0.398	      0.000	         0.184	         0.140	      0.664	      0.697	      0.578	      0.498
        26	   15580000	     forest	      0.327	        54.105	      0.690	     34.514	      0.000	      9.875	      0.283	      0.000	         0.205	         0.142	      0.772	      0.735	      0.792	      0.820
        27	   15630000	     forest	      0.968	        67.458	      1.182	     20.301	      0.002	      9.249	      0.116	      0.065	         0.658	         0.673	      0.695	      0.735	      0.639	      0.559
        28	   15700000	     forest	      0.925	        68.678	      1.124	     19.535	      0.002	      8.881	      0.111	      0.061	         0.682	         0.670	      0.674	      0.703	      0.590	      0.533
        29	   15750000	     forest	      0.082	        86.536	      0.123	     10.174	      0.000	      3.042	      0.002	      0.000	         0.042	         0.074	      0.668	      0.703	      0.610	      0.548
        30	   15800000	     forest	      0.034	        90.626	      0.031	      7.009	      0.000	      2.196	      0.011	      0.000	         0.093	         0.096	      0.718	      0.736	      0.643	      0.591
        31	   15830000	     forest	      0.052	        90.438	      0.076	      6.936	      0.000	      2.350	      0.008	      0.000	         0.141	         0.103	      0.757	      0.761	      0.661	      0.641
        32	   15910000	     forest	      0.001	        99.415	      0.000	      0.361	      0.000	      0.221	      0.001	      0.000	         0.002	         0.058	      0.743	      0.744	      0.652	      0.641
        33	   16700000	     forest	      0.000	        92.781	      0.003	      4.931	      0.000	      2.281	      0.001	      0.000	         0.003	         0.011	      0.720	      0.726	      0.814	      0.803
        34	   17050001	     forest	      0.487	        83.357	      0.408	     10.753	      0.004	      3.803	      0.065	      0.036	         1.085	         0.689	      0.730	      0.655	      0.769	      0.816
        35	   17090000	     forest	      0.000	        98.460	      0.001	      1.023	      0.000	      0.501	      0.000	      0.000	         0.014	         0.057	      0.772	      0.768	      0.709	      0.692
        36	   17093000	     forest	      0.064	        54.692	     13.737	     17.384	      0.000	     14.041	      0.018	      0.000	         0.064	         0.061	      0.720	      0.662	      0.632	      0.653
        37	   17120000	     forest	      0.087	        54.988	     23.047	     15.586	      0.000	      6.145	      0.072	      0.000	         0.074	         0.069	      0.732	      0.649	      0.657	      0.642
        38	   17200000	     forest	      0.125	        34.765	     11.182	     32.188	      0.000	     21.602	      0.056	      0.000	         0.082	         0.111	      0.788	      0.765	      0.699	      0.702
        39	   17280000	      crops	      0.078	        31.141	     43.330	     15.692	      0.000	      9.375	      0.225	      0.000	         0.160	         0.140	      0.754	      0.730	      0.664	      0.666
        40	   17340000	     forest	      0.170	        39.164	     32.009	     19.632	      0.000	      8.511	      0.238	      0.000	         0.277	         0.136	      0.797	      0.792	      0.743	      0.725
        41	   17345000	     forest	      0.262	        64.516	      0.008	     18.610	      0.000	     16.573	      0.030	      0.000	         0.001	         0.001	      0.788	      0.764	      0.712	      0.713
        42	   17350000	     forest	      0.295	        60.693	      2.021	     26.320	      0.000	     10.649	      0.022	      0.000	         0.000	         0.008	      0.756	      0.726	      0.666	      0.669
        43	   17730000	     forest	      0.111	        70.590	      9.352	     13.635	      0.000	      5.725	      0.062	      0.000	         0.525	         0.148	      0.769	      0.726	      0.675	      0.671
        44	   18200000	     forest	      0.001	        94.762	      0.009	      3.792	      0.000	      1.411	      0.001	      0.000	         0.024	         0.077	      0.757	      0.726	      0.667	      0.670
        45	   18250000	     forest	      0.040	        73.141	      0.503	     19.270	      0.000	      6.902	      0.143	      0.000	         0.001	         0.015	      0.723	      0.637	      0.677	      0.623
        46	   18280000	     forest	      0.000	        99.776	      0.005	      0.137	      0.000	      0.054	      0.000	      0.000	         0.027	         0.102	      0.722	      0.648	      0.660	      0.632
        47	   18420000	     forest	      0.071	        59.703	     10.077	     16.603	      0.000	     13.543	      0.003	      0.000	         0.001	         0.016	      0.776	      0.730	      0.672	      0.680
        48	   18460000	     forest	      0.079	        67.801	      9.941	     14.311	      0.000	      7.395	      0.015	      0.000	         0.457	         0.197	      0.795	      0.770	      0.715	      0.726
        49	   18650000	     forest	      0.039	        91.335	      0.119	      5.959	      0.000	      2.443	      0.008	      0.000	         0.097	         0.129	      0.678	      0.629	      0.650	      0.609
        50	   18850000	     forest	      0.068	        78.810	      4.773	     10.782	      0.000	      5.076	      0.015	      0.000	         0.477	         0.240	      0.757	      0.725	      0.676	      0.676
        51	   19100000	     forest	      0.000	        99.913	      0.003	      0.064	      0.000	      0.020	      0.000	      0.000	         0.000	         0.006	      0.671	      0.639	      0.653	      0.610
        52	   19150000	     forest	      0.000	        99.727	      0.004	      0.143	      0.000	      0.036	      0.000	      0.000	         0.091	         0.122	      0.710	      0.710	      0.751	      0.735
        53	   20050000	      grass	      0.372	        25.612	     13.112	     37.302	      0.000	     23.192	      0.330	      0.000	         0.081	         0.108	      0.671	      0.663	      0.584	      0.625
        54	   20250000	      grass	      0.261	        27.288	     14.297	     45.257	      0.000	     12.298	      0.540	      0.000	         0.059	         0.114	      0.681	      0.673	      0.600	      0.626
        55	   21500000	      grass	      0.278	        22.770	     10.516	     39.316	      0.000	     26.847	      0.107	      0.000	         0.166	         0.133	      0.633	      0.661	      0.601	      0.641
        56	   21850000	      grass	      0.173	        27.184	      9.640	     36.802	      0.000	     25.882	      0.101	      0.000	         0.219	         0.079	      0.748	      0.674	      0.782	      0.823
        57	   22680000	      grass	      0.353	        13.722	      2.471	     49.883	      0.000	     33.539	      0.008	      0.000	         0.023	         0.027	      0.790	      0.821	      0.782	      0.754
        58	   22700000	      grass	      0.339	        14.428	      2.380	     49.339	      0.000	     33.479	      0.010	      0.000	         0.025	         0.029	      0.786	      0.809	      0.757	      0.747
        59	   22900000	      grass	      0.190	        25.891	      1.964	     42.536	      0.000	     29.359	      0.025	      0.000	         0.036	         0.040	      0.781	      0.819	      0.797	      0.754
        60	   23100000	      grass	      0.234	        30.014	      6.522	     38.068	      0.000	     24.088	      0.178	      0.000	         0.896	         0.220	      0.804	      0.839	      0.825	      0.783
        61	   23250000	      grass	      0.048	        32.732	     10.499	     35.009	      0.000	     21.669	      0.024	      0.000	         0.018	         0.029	      0.614	      0.619	      0.559	      0.478
        62	   23300000	      grass	      0.215	        30.320	      6.291	     38.376	      0.000	     23.805	      0.165	      0.000	         0.829	         0.203	      0.817	      0.848	      0.835	      0.790
        63	   23600000	      grass	      0.208	        30.494	      6.017	     38.542	      0.000	     23.656	      0.169	      0.000	         0.913	         0.204	      0.810	      0.842	      0.832	      0.784
        64	   23700000	      grass	      0.204	        30.746	      5.873	     38.549	      0.000	     23.551	      0.169	      0.000	         0.907	         0.201	      0.810	      0.841	      0.830	      0.781
        65	   24050000	      grass	      0.336	        26.779	     16.472	     35.401	      0.000	     20.460	      0.549	      0.000	         0.003	         0.021	      0.790	      0.833	      0.802	      0.756
        66	   24200000	      grass	      0.180	        28.127	     11.498	     39.739	      0.000	     20.330	      0.107	      0.000	         0.019	         0.069	      0.791	      0.841	      0.815	      0.766
        67	   24500000	      grass	      0.140	        26.503	     15.172	     35.128	      0.000	     22.860	      0.178	      0.000	         0.019	         0.056	      0.791	      0.829	      0.799	      0.761
        68	   24700000	      grass	      0.140	        30.111	      9.458	     38.383	      0.000	     21.699	      0.151	      0.000	         0.059	         0.076	      0.780	      0.829	      0.805	      0.759
        69	   24750000	      grass	      0.184	        25.823	     10.820	     45.228	      0.000	     17.523	      0.231	      0.000	         0.190	         0.111	      0.778	      0.819	      0.785	      0.744
        70	   24780000	      grass	      0.145	        27.702	     16.888	     37.954	      0.000	     17.155	      0.133	      0.000	         0.024	         0.027	      0.779	      0.817	      0.779	      0.736
        71	   24800000	      grass	      0.154	        26.714	     11.218	     44.313	      0.000	     17.286	      0.174	      0.000	         0.141	         0.115	      0.675	      0.696	      0.676	      0.605
        72	   24850000	      grass	      0.143	        29.236	      9.766	     39.989	      0.000	     20.611	      0.155	      0.000	         0.100	         0.093	      0.793	      0.827	      0.793	      0.757
        73	   24900000	      grass	      0.108	        26.780	      4.825	     50.515	      0.000	     17.704	      0.065	      0.000	         0.003	         0.020	      0.786	      0.835	      0.822	      0.766
        74	   24950000	      grass	      0.148	        26.068	      8.067	     51.400	      0.000	     14.048	      0.230	      0.000	         0.040	         0.092	      0.753	      0.778	      0.721	      0.687
        75	   25130000	      grass	      0.067	        32.359	      3.614	     48.347	      0.000	     15.391	      0.208	      0.000	         0.014	         0.059	      0.764	      0.768	      0.713	      0.692
        76	   25200000	      grass	      0.154	        28.684	      9.445	     42.640	      0.000	     18.729	      0.166	      0.000	         0.183	         0.189	      0.779	      0.797	      0.742	      0.707
        77	   25700000	      grass	      0.160	        29.017	      8.696	     42.902	      0.000	     18.822	      0.150	      0.000	         0.255	         0.247	      0.757	      0.760	      0.694	      0.672
        78	   25950000	      grass	      0.155	        29.682	      7.785	     43.024	      0.000	     18.971	      0.133	      0.000	         0.250	         0.263	      0.778	      0.790	      0.739	      0.715
        79	   26050000	      crops	      0.119	        21.477	     42.407	     21.689	      0.000	     14.145	      0.107	      0.000	         0.057	         0.127	      0.766	      0.772	      0.714	      0.693
        80	   26100000	      crops	      0.099	        24.941	     32.114	     25.424	      0.000	     17.251	      0.090	      0.000	         0.080	         0.112	      0.767	      0.775	      0.720	      0.697
        81	   26300000	      grass	      0.106	        29.489	     16.640	     33.830	      0.000	     19.613	      0.065	      0.000	         0.257	         0.195	      0.779	      0.810	      0.778	      0.741
        82	   26350000	      grass	      0.133	        27.819	     12.854	     38.307	      0.000	     20.435	      0.050	      0.000	         0.403	         0.358	      0.767	      0.775	      0.720	      0.697
        83	   27500000	      grass	      0.157	        32.463	      6.796	     40.872	      0.000	     19.227	      0.084	      0.000	         0.400	         0.486	      0.792	      0.821	      0.791	      0.737
        84	   28150000	     forest	      0.226	        43.452	      0.997	     39.605	      0.000	     15.698	      0.019	      0.000	         0.003	         0.018	      0.809	      0.819	      0.766	      0.755
        85	   28300000	      grass	      0.163	        33.062	      6.061	     41.417	      0.000	     18.744	      0.103	      0.000	         0.450	         0.456	      0.724	      0.727	      0.814	      0.802
        86	   28850000	      grass	      0.165	        33.326	      5.901	     41.335	      0.000	     18.705	      0.104	      0.000	         0.464	         0.457	      0.823	      0.841	      0.807	      0.768
        87	   29050000	      grass	      0.185	        32.478	      5.748	     40.099	      0.000	     20.650	      0.145	      0.000	         0.695	         0.349	      0.813	      0.824	      0.770	      0.755
        88	   29100000	     forest	      0.177	        59.634	      0.466	     29.031	      0.000	     10.492	      0.168	      0.000	         0.031	         0.132	      0.815	      0.830	      0.791	      0.758
        89	   29700000	      grass	      0.185	        34.425	      5.311	     39.261	      0.000	     19.811	      0.149	      0.000	         0.858	         0.462	      0.801	      0.814	      0.763	      0.742
        90	   30300000	     forest	      0.000	        99.660	      0.009	      0.263	      0.000	      0.054	      0.005	      0.000	         0.010	         0.119	      0.714	      0.732	      0.695	      0.620
        91	   30400000	     forest	      0.006	        99.303	      0.008	      0.434	      0.000	      0.120	      0.009	      0.000	         0.120	         0.099	      0.811	      0.756	      0.658	      0.624
        92	   31700000	     forest	      0.109	        70.127	      2.738	     19.692	      0.000	      7.140	      0.054	      0.000	         0.140	         0.144	      0.713	      0.650	      0.672	      0.628
        93	   32450002	     forest	      0.054	        60.264	      0.036	     29.084	      0.000	     10.431	      0.131	      0.000	         0.000	         0.015	      0.726	      0.708	      0.650	      0.644
        94	   32620000	     forest	      0.106	        62.900	      5.065	     23.204	      0.000	      8.482	      0.192	      0.000	         0.050	         0.056	      0.673	      0.672	      0.602	      0.621
        95	   32740000	      grass	      0.051	        37.692	      0.114	     44.347	      0.000	     17.498	      0.295	      0.000	         0.002	         0.029	      0.725	      0.724	      0.682	      0.712
        96	   32830000	     forest	      0.042	        60.874	      0.056	     27.990	      0.000	     11.001	      0.037	      0.000	         0.000	         0.009	      0.689	      0.704	      0.657	      0.676
        97	   33025000	      grass	      0.345	        38.755	      3.828	     42.347	      0.000	     14.558	      0.163	      0.000	         0.004	         0.016	      0.638	      0.667	      0.556	      0.466
        98	   33170000	     forest	      0.069	        64.065	      1.440	     22.864	      0.000	     11.517	      0.040	      0.000	         0.006	         0.025	      0.778	      0.781	      0.701	      0.673
        99	   33190000	     forest	      0.143	        53.164	      3.075	     31.007	      0.000	     12.475	      0.115	      0.000	         0.021	         0.068	      0.748	      0.752	      0.649	      0.636
       100	   33205000	      grass	      0.065	        36.719	      1.971	     37.358	      0.000	     23.853	      0.033	      0.000	         0.000	         0.005	      0.709	      0.670	      0.592	      0.650
       101	   33250000	     forest	      0.050	        40.621	      2.517	     32.649	      0.000	     24.080	      0.082	      0.000	         0.000	         0.004	      0.655	      0.670	      0.561	      0.475
       102	   33260000	     forest	      0.061	        41.894	      2.671	     32.165	      0.000	     23.088	      0.121	      0.000	         0.000	         0.006	      0.752	      0.704	      0.676	      0.661
       103	   33270000	     forest	      0.034	        52.755	      0.845	     27.236	      0.000	     19.115	      0.015	      0.000	         0.000	         0.001	      0.760	      0.711	      0.679	      0.667
       104	   33281000	     forest	      0.077	        43.577	      2.594	     32.453	      0.000	     21.038	      0.153	      0.000	         0.108	         0.054	      0.766	      0.708	      0.705	      0.667
       105	   33290000	     forest	      0.079	        43.487	      2.450	     32.836	      0.000	     20.848	      0.197	      0.000	         0.103	         0.061	      0.817	      0.803	      0.749	      0.746
       106	   33321000	     forest	      0.060	        39.724	      2.297	     35.998	      0.000	     21.866	      0.055	      0.000	         0.000	         0.008	      0.766	      0.744	      0.679	      0.684
       107	   33330000	     forest	      0.134	        39.831	      4.252	     36.812	      0.000	     18.895	      0.073	      0.000	         0.003	         0.008	      0.794	      0.779	      0.719	      0.713
       108	   33380000	     forest	      0.121	        40.956	      3.480	     36.781	      0.000	     18.522	      0.134	      0.000	         0.007	         0.037	      0.695	      0.674	      0.545	      0.464
       109	   33420000	      grass	      0.047	        27.507	      6.988	     35.709	      0.000	     29.685	      0.064	      0.000	         0.001	         0.001	      0.841	      0.850	      0.808	      0.799
       110	   33450000	      grass	      0.033	        28.494	      0.482	     37.985	      0.000	     33.000	      0.005	      0.000	         0.000	         0.000	      0.811	      0.821	      0.764	      0.761
       111	   33460000	      grass	      0.042	        32.685	      0.621	     36.098	      0.000	     30.542	      0.011	      0.000	         0.000	         0.001	      0.799	      0.807	      0.747	      0.749
       112	   33480000	     forest	      0.041	        34.233	      3.372	     33.687	      0.000	     28.609	      0.057	      0.000	         0.000	         0.002	      0.788	      0.796	      0.736	      0.738
       113	   33520000	     forest	      0.050	        56.775	      3.775	     22.052	      0.000	     17.158	      0.181	      0.000	         0.008	         0.027	      0.719	      0.718	      0.671	      0.693
       114	   33530000	     forest	      0.050	        44.173	      3.830	     28.792	      0.000	     23.025	      0.127	      0.000	         0.002	         0.010	      0.724	      0.727	      0.681	      0.684
       115	   33550000	     forest	      0.048	        48.038	      3.433	     27.063	      0.000	     21.267	      0.149	      0.000	         0.003	         0.011	      0.728	      0.728	      0.684	      0.697
       116	   33590000	     forest	      0.052	        48.463	      3.133	     27.306	      0.000	     20.857	      0.185	      0.000	         0.005	         0.017	      0.699	      0.685	      0.572	      0.490
       117	   33620000	     forest	      0.099	        57.740	      0.404	     27.154	      0.000	     14.386	      0.196	      0.000	         0.022	         0.047	      0.729	      0.734	      0.689	      0.695
       118	   33630000	     forest	      0.059	        49.834	      2.722	     27.222	      0.000	     19.938	      0.215	      0.000	         0.010	         0.025	      0.721	      0.744	      0.707	      0.702
       119	   33680000	     forest	      0.058	        50.613	      2.470	     27.041	      0.000	     19.572	      0.233	      0.000	         0.013	         0.030	      0.740	      0.760	      0.822	      0.808
       120	   33730000	     forest	      0.032	        68.132	      1.076	     15.451	      0.000	     15.164	      0.141	      0.000	         0.004	         0.019	      0.785	      0.747	      0.817	      0.819
       121	   33760000	     forest	      0.075	        47.097	      8.005	     25.379	      0.000	     19.093	      0.351	      0.000	         0.000	         0.005	      0.627	      0.670	      0.590	      0.479
       122	   33780000	     forest	      0.048	        60.881	      2.917	     19.888	      0.000	     16.058	      0.197	      0.000	         0.010	         0.028	      0.700	      0.700	      0.600	      0.522
       123	   34020000	      grass	      0.310	        19.040	      2.082	     42.651	      0.000	     35.890	      0.018	      0.000	         0.009	         0.030	      0.634	      0.661	      0.531	      0.420
       124	   34060000	      grass	      0.165	        21.635	     10.700	     36.515	      0.000	     30.933	      0.019	      0.000	         0.032	         0.036	      0.631	      0.657	      0.594	      0.472
       125	   34090000	      grass	      0.077	        15.417	     15.322	     35.498	      0.000	     33.678	      0.007	      0.000	         0.000	         0.002	      0.650	      0.664	      0.519	      0.392
       126	   34130000	      grass	      0.061	        21.899	     18.124	     35.669	      0.000	     24.168	      0.078	      0.000	         0.002	         0.013	      0.611	      0.684	      0.775	      0.647
       127	   34170000	      grass	      0.071	        23.369	     12.107	     39.799	      0.000	     24.525	      0.117	      0.000	         0.012	         0.042	      0.641	      0.690	      0.781	      0.698
       128	   34251000	      shrub	      0.132	        32.924	      3.614	     27.827	      0.000	     35.431	      0.051	      0.000	         0.021	         0.050	      0.476	      0.622	      0.391	      0.281
       129	   34270000	      shrub	      0.112	        32.574	      2.871	     26.837	      0.000	     37.533	      0.057	      0.000	         0.017	         0.038	      0.457	      0.708	      0.640	      0.392
       130	   34770000	      shrub	      0.163	        23.338	      3.130	     26.152	      0.000	     47.046	      0.145	      0.000	         0.026	         0.068	      0.660	      0.685	      0.584	      0.514
       131	   34940000	     forest	      0.245	        34.827	      1.898	     31.664	      0.000	     30.874	      0.413	      0.000	         0.079	         0.138	      0.695	      0.733	      0.607	      0.533
       132	   34980000	      shrub	      0.264	        33.535	      2.228	     28.229	      0.000	     35.136	      0.441	      0.000	         0.167	         0.181	      0.664	      0.692	      0.569	      0.500
       133	   35260000	      shrub	      0.156	        18.620	      2.497	     28.588	      0.000	     49.889	      0.042	      0.000	         0.208	         0.231	      0.616	      0.655	      0.585	      0.515
       134	   36045000	      shrub	      0.494	        18.876	      8.203	     25.700	      0.000	     46.539	      0.150	      0.000	         0.037	         0.149	      0.576	      0.617	      0.499	      0.393
       135	   36160000	      shrub	      0.215	        20.739	      5.699	     26.861	      0.000	     46.269	      0.167	      0.000	         0.049	         0.136	      0.625	      0.653	      0.521	      0.415
       136	   36250000	      shrub	      0.347	        25.562	      7.334	     29.961	      0.000	     36.303	      0.460	      0.000	         0.033	         0.073	      0.722	      0.743	      0.721	      0.652
       137	   36290000	      shrub	      0.215	        25.321	      7.037	     29.245	      0.000	     37.141	      0.894	      0.000	         0.148	         0.198	      0.608	      0.619	      0.471	      0.361
       138	   36390000	      shrub	      0.280	        20.102	      6.498	     30.031	      0.000	     42.306	      0.385	      0.000	         0.399	         0.355	      0.602	      0.627	      0.460	      0.361
       139	   36580000	      shrub	      0.138	        18.619	      4.285	     28.989	      0.000	     47.604	      0.229	      0.000	         0.136	         0.209	      0.610	      0.660	      0.563	      0.428
       140	   37380000	      shrub	      0.204	        24.501	      5.397	     22.745	      0.000	     46.414	      0.259	      0.000	         0.479	         0.306	      0.550	      0.584	      0.498	      0.397
       141	   37410000	      shrub	      0.180	        22.366	      5.259	     26.099	      0.000	     45.333	      0.440	      0.000	         0.323	         0.271	      0.552	      0.585	      0.515	      0.405
       142	   37470000	      shrub	      0.202	        20.834	      5.086	     28.036	      0.000	     45.143	      0.442	      0.000	         0.257	         0.317	      0.571	      0.607	      0.457	      0.352
       143	   37515000	      shrub	      0.910	        12.393	      5.592	     37.019	      0.000	     43.599	      0.305	      0.000	         0.182	         0.225	      0.666	      0.699	      0.590	      0.460
       144	   38170000	      shrub	      0.294	        17.990	      3.739	     32.103	      0.000	     45.249	      0.488	      0.000	         0.137	         0.206	      0.571	      0.606	      0.451	      0.345
       145	   38485000	      shrub	      0.489	        17.465	      5.660	     33.572	      0.000	     42.234	      0.555	      0.000	         0.026	         0.144	      0.423	      0.497	      0.368	      0.273
       146	   38650000	      shrub	      0.427	        15.318	      3.987	     37.195	      0.000	     42.838	      0.205	      0.000	         0.029	         0.108	      0.445	      0.606	      0.487	      0.327
       147	   38830000	      shrub	      0.209	        15.727	      2.414	     30.513	      0.000	     50.891	      0.166	      0.000	         0.081	         0.189	      0.429	      0.632	      0.558	      0.343
       148	   38850000	      shrub	      0.376	        12.676	      5.337	     32.998	      0.000	     48.360	      0.229	      0.000	         0.024	         0.167	      0.716	      0.732	      0.742	      0.674
       149	   38860000	      shrub	      0.359	        13.600	      3.588	     32.652	      0.000	     49.205	      0.505	      0.000	         0.091	         0.182	      0.414	      0.563	      0.523	      0.352
       150	   38895000	      shrub	      0.355	        15.628	      4.145	     32.921	      0.000	     46.314	      0.535	      0.000	         0.102	         0.201	      0.723	      0.751	      0.667	      0.617
       151	   39084010	      grass	      0.636	        27.742	      3.210	     37.712	      0.000	     29.849	      0.825	      0.000	         0.025	         0.102	      0.739	      0.774	      0.714	      0.617
       152	   39185000	      shrub	      0.404	        19.878	      7.139	     32.071	      0.000	     39.266	      1.055	      0.000	         0.187	         0.183	      0.596	      0.633	      0.544	      0.463
       153	   39360000	      shrub	      0.564	        19.454	      9.627	     31.676	      0.000	     35.936	      2.695	      0.000	         0.049	         0.103	      0.659	      0.677	      0.554	      0.515
       154	   39540000	      grass	      0.424	        12.847	     19.220	     36.307	      0.000	     30.438	      0.757	      0.000	         0.006	         0.048	      0.700	      0.726	      0.612	      0.553
       155	   39560000	      grass	      0.703	        21.148	     11.763	     37.460	      0.000	     28.075	      0.762	      0.000	         0.088	         0.135	      0.667	      0.714	      0.562	      0.498
       156	   39770000	      grass	      0.702	        24.624	      9.741	     39.651	      0.000	     24.207	      0.993	      0.000	         0.083	         0.126	      0.765	      0.798	      0.744	      0.702
       157	   39980000	      grass	      0.448	        15.202	     11.947	     42.406	      0.000	     28.059	      1.704	      0.000	         0.233	         0.168	      0.656	      0.687	      0.541	      0.467
       158	   40070000	      grass	      0.547	        26.213	     11.870	     43.520	      0.000	     17.202	      0.601	      0.000	         0.047	         0.188	      0.731	      0.738	      0.832	      0.804
       159	   40100000	      grass	      0.562	        25.018	     11.664	     44.764	      0.000	     17.364	      0.575	      0.000	         0.052	         0.237	      0.625	      0.664	      0.812	      0.684
       160	   41650002	      grass	      0.855	        31.210	      4.140	     38.868	      0.000	     18.805	      6.025	      0.000	         0.097	         0.345	      0.653	      0.695	      0.569	      0.519
       161	   41818000	      grass	      1.152	        28.341	      4.024	     41.519	      0.000	     20.974	      3.907	      0.000	         0.082	         0.300	      0.751	      0.781	      0.723	      0.695
       162	   41990000	      grass	      1.140	        25.456	      4.505	     43.538	      0.000	     22.761	      2.513	      0.000	         0.086	         0.237	      0.712	      0.725	      0.655	      0.610
       163	   42210000	      grass	      0.943	        25.728	      7.374	     43.427	      0.000	     20.711	      1.247	      0.000	         0.569	         0.403	      0.703	      0.722	      0.641	      0.591
       164	   42395000	      grass	      0.490	        23.971	     12.234	     40.220	      0.000	     22.754	      0.264	      0.000	         0.068	         0.207	      0.644	      0.680	      0.556	      0.508
       165	   42690001	      grass	      0.620	        21.389	     15.461	     39.930	      0.000	     22.126	      0.264	      0.000	         0.210	         0.303	      0.722	      0.718	      0.641	      0.592
